tracking_id,Hyb_vg_0,Hyb_vg_1,Hyb_wt_0,Hyb_wt_1,ORE_vg_0,ORE_vg_1,ORE_wt_0,ORE_wt_1,SAM_vg_0,SAM_vg_1,SAM_wt_0,SAM_wt_1
XLOC_001855,270.426,259.674,266.464,299.231,269.05,228.442,251.962,205.916,186.305,266.031,241.905,210.439
XLOC_001856,1.84635,2.28007,3.23608,2.88895,1.22514,2.75194,2.33951,3.15326,3.28753,1.3126,3.30614,3.84336
XLOC_001857,179.488,186.922,215.723,227.752,166.831,195.562,220.141,233.384,169.405,203.502,149.124,157.632
XLOC_001858,4918.59,0,0,0,0,0,0,0,0,0,0,0
XLOC_001859,0.0333749,0.0638971,0.0435425,0.0387851,0.0201141,0.114244,0.0644297,0.0634429,0.0394574,0.0487288,0.0128577,0.0356205
XLOC_001860,172.448,178.204,163.533,161.912,135.111,180.238,164.782,183.352,163.965,164.906,121.388,136.56
XLOC_001861,54.383,46.7056,52.194,44.4576,63.6331,42.7274,48.2599,45.7676,34.3658,49.2083,60.3877,47.551
XLOC_001862,3.09633,2.56641,2.53111,2.73727,2.55493,2.13832,2.96725,2.48206,2.13151,2.16878,2.81278,2.86202
XLOC_001863,6.65082,5.96856,7.72594,7.93004,6.68319,7.44382,6.13842,8.61687,6.17395,9.12237,8.49163,10.1913
XLOC_001864,2296.09,1856.04,2095.97,2471.17,2301.36,1758.88,2086.27,2112.33,1733.82,2157.96,2392.21,2047.88
XLOC_001865,89.5594,92.9899,91.1057,95.0165,91.182,96.2408,93.6216,88.3866,81.9009,86.0786,85.7746,74.1255
XLOC_001866,34.8283,39.921,38.8421,35.5204,29.0619,45.8992,36.323,42.065,40.809,31.2428,28.7855,31.8273
XLOC_001867,33.1172,36.6279,37.3034,45.6569,36.263,48.1545,45.1569,43.7067,32.1452,47.0357,28.5076,30.7827
XLOC_001868,75.1666,70.9022,71.3781,87.6411,63.4775,74.6536,75.3349,75.0301,68.0681,80.3131,71.6253,68.852
XLOC_001869,10.5935,9.6103,9.20852,9.02121,11.9624,9.17968,8.5868,9.43471,10.5851,9.97389,13.4272,10.9331
XLOC_001870,0.265102,0.246899,0.405806,0.12866,0.252705,0.219728,0.293008,0.552546,0.55557,0.380849,0.383227,0.414112
XLOC_001871,25.3979,21.9558,25.2839,23.9097,26.1693,20.1445,26.2746,24.2585,18.9787,23.3369,27.3647,24.2871
XLOC_001872,40.1518,46.9052,24.9878,22.9458,36.7449,31.4631,28.0378,26.3726,32.0874,32.8381,25.134,20.2862
XLOC_001873,2.32304,2.13661,1.02801,0.864382,2.50947,1.93758,1.20601,1.52651,2.37307,1.83318,1.88859,1.48425
XLOC_001874,11.2897,10.7281,11.118,11.4704,11.4208,10.8446,11.0773,10.6927,10.6947,11.6551,12.3863,15.3589
XLOC_001875,11.3028,10.4013,9.16857,8.61,11.3274,9.54071,9.08254,9.23971,8.80486,9.69469,9.18694,10.056
XLOC_001876,65.0498,57.3825,46.5922,57.1632,62.4218,45.9119,62.2103,55.7052,54.434,53.1712,61.5227,51.4308
XLOC_001877,17.9806,18.9377,19.8484,17.763,17.2265,17.4471,19.3335,19.5653,21.5906,18.5121,21.0057,18.9407
XLOC_001878,0.0931749,0.106381,0.0284885,0.0112107,0.124436,0.0816951,0.0730334,0.0589132,0.0392785,0.131105,0,0.0207283
XLOC_001879,0,0,0,0,0,0,0,0.0960592,0,0,0,0
XLOC_001880,0.0417377,0,0,0,0,0.0228893,0,0,0,0,0.0201088,0
XLOC_001881,5.55174,6.88786,5.2734,8.22894,3.97187,6.34014,5.89676,7.86034,6.77249,5.08189,5.92998,6.11735
XLOC_001882,59.8514,51.5893,60.2894,45.1639,61.3284,39.9748,60.3025,39.4667,44.5477,54.7279,71.2969,47.6835
XLOC_001883,0.0438481,0.442808,0.214902,0.383396,0.201595,0.24388,0.326359,0.418274,0.293187,0.275104,0.12678,0.117585
XLOC_001884,75.425,59.569,66.305,70.3342,79.6994,61.1438,64.1278,51.1078,54.6876,69.9102,69.0559,59.8312
XLOC_001885,3.23532,2.26691,1.68469,1.5082,1.66383,1.64093,1.95729,2.06285,1.93114,1.7988,3.4547,1.70345
XLOC_001886,0.218986,0.838092,1.00178,0.723402,1.94659,0.828267,0.296347,0.731169,0.329482,0.961812,0.84428,0.626436
XLOC_001887,0.020446,0.119542,0.0500401,0.0594653,0.0620066,0.179353,0.125938,0.0648424,0.0515931,0.213389,0.29551,0.145744
XLOC_001888,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001889,0,0,0.024694,0,0,0,0,0,0,0,0,0
XLOC_001890,5.47062,7.29687,5.57941,5.9472,5.0594,6.98038,5.22899,6.40553,7.84478,6.09803,6.35073,7.00818
XLOC_001891,0,0.0666424,0,0,0,0,0,0,0,0,0,0
XLOC_001892,9.40627,9.66149,7.28627,8.89114,9.12869,11.426,9.09113,8.37643,11.3482,9.93496,8.52596,11.6117
XLOC_001893,0,0,0,0,0,0,0,0,0,0.00735292,0.0190434,0.0176083
XLOC_001894,0.0366317,0,0.0299121,0,0,0.0405698,0,0,0,0.0382843,0,0
XLOC_001895,0,0,0,0,0.0561657,0,0,0,0,0.0768488,0,0
XLOC_001896,4.76176,6.16547,9.51776,9.10055,4.53385,5.72302,7.55225,8.07419,5.08238,4.51946,11.6267,12.2276
XLOC_001897,0,0.0131893,0,0,0.0377013,0,0,0,0.0208472,0,0,0
XLOC_001898,1.06545,1.06681,0.235689,0.170263,1.27673,0.943239,0.841311,0.385575,1.19136,0.498263,0.0392221,0
XLOC_001899,0.150924,0.222841,0.20517,0.130017,0.406194,0.366947,0.321951,0.146194,0.169436,0.192467,0.161578,0.149348
XLOC_001900,0.0243648,0,0.00993389,0.0118017,0.0368085,0.0265824,0.0334875,0,0.0102701,0.0254121,0.0234749,0.0108427
XLOC_001901,0.065088,0,0,0,0,0,0,0,0,0,0,0
XLOC_001902,0,0.026974,0.0414706,0.0493361,0.234064,2.21114,0.0684412,0,0,0.0530978,0,0
XLOC_001903,0,0,0.147295,0,0,0,0.0595048,0,0,0,0,0
XLOC_001904,0.0204558,0.010873,0,0,0,0,0.0140001,0,0,0.0213497,0,0
XLOC_001905,0.103431,0.122825,0.210255,0.264504,0.282747,0.295613,0.188123,0.187306,0.122657,0.107956,0.3154,0.404929
XLOC_001906,4.25894,5.0472,3.84444,3.8019,4.43343,5.60046,4.26797,3.69238,3.91655,4.8336,2.99371,2.98053
XLOC_001907,18.7339,22.5332,20.7748,20.6586,16.6668,21.8292,19.3238,22.8299,21.7931,22.3354,18.2755,20.824
XLOC_001908,9.99672,11.3617,8.99222,10.5738,9.00845,11.0017,11.0086,11.2402,11.2657,10.2218,9.3303,10.289
XLOC_001909,3154.43,2659.02,3345.96,3458.62,2909.39,2834.97,2939.71,2822.8,1879.07,2619.9,2857.93,2405.49
XLOC_001910,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001911,0.0150599,0.0160096,0,0.0218744,0.0227036,0.0245762,0.0103732,0.00596151,0.0127119,0.0235517,0.0072545,0.0468832
XLOC_001912,8.49477,7.32272,9.74147,9.21646,8.97195,8.95974,11.0328,9.53498,8.35084,9.92046,12.9924,13.491
XLOC_001913,0,0,0,0.045282,0,0.102586,0.0319127,0.055552,0,0,0.0224976,0
XLOC_001914,11.6857,12.2706,12.3909,12.1774,10.3618,10.8604,14.0416,12.8835,13.3472,9.89256,11.3297,11.4655
XLOC_001915,30.3597,31.5827,32.1176,27.6578,37.2956,29.0971,34.8246,32.5776,34.2146,41.3568,36.2277,34.3387
XLOC_001916,626.618,496.368,610.642,616.923,744.812,496.762,558.185,558.074,424.125,599.611,710.251,533.071
XLOC_001917,0,0.0632428,0,0,0,0.0440057,0.0268893,0.0315135,0,0.0414594,0,0.0354331
XLOC_001918,0,0.0687943,0,0,0,0,0,0.0342932,0,0,0,0.077124
XLOC_001919,12.4068,12.8496,9.00535,11.5269,14.1124,12.3365,10.4948,9.66534,15.633,10.5578,13.9261,12.8197
XLOC_001920,5.71552,6.33187,3.23761,3.27066,6.43091,5.37681,5.4207,6.17745,6.39567,5.71058,0.198403,0.346571
XLOC_001921,0.0860116,0.125727,0.0350852,0.125094,0.151524,0.16516,0.0735457,0.136409,0.0723274,0.0834476,0,0.0766515
XLOC_001922,8.65964,8.90354,9.90711,8.34278,9.44095,10.3984,7.87353,9.35855,8.2163,9.04651,10.2642,12.0717
XLOC_001923,13.2794,13.548,20.0716,16.2672,11.5053,14.9989,14.1125,15.1855,11.1761,12.8542,17.2175,20.5227
XLOC_001924,1.0603,0.8899,2.23529,2.22549,0.859999,0.500366,1.08866,1.24387,1.02292,1.10991,3.7119,3.39795
XLOC_001925,0.0665937,0.106195,0.108942,0.0648392,0.206277,0,0,0,0.110651,0.0697728,0.449431,0.238881
XLOC_001926,2.21904,2.14048,4.68184,4.54405,2.19504,3.11408,2.96438,4.52883,2.52574,2.61175,6.61672,5.8867
XLOC_001927,7241.33,5830.23,6989.79,7921.16,7648.73,6292.89,6501.85,5322.94,4051.6,6730.74,7361.47,5215.56
XLOC_001928,0,3.94994,57.9385,31.4824,14.4026,0,3.73454,25.1254,5.14478,14.5466,61.3207,55.08
XLOC_001929,12.2959,14.6271,14.1687,13.987,10.2882,16.598,13.604,16.0042,16.4508,13.1167,12.8501,14.4407
XLOC_001930,30.2576,25.1646,28.5972,26.8673,32.7653,27.7236,26.3985,30.5031,19.7024,29.1311,26.5376,24.5907
XLOC_001931,56.8088,62.8517,61.4898,48.1466,57.887,58.9651,59.9672,54.6872,65.5951,56.4906,64.3242,65.5669
XLOC_001932,10.8694,13.1818,11.5338,14.1857,9.6881,14.789,11.3994,13.5552,12.9499,12.5675,11.3333,13.7286
XLOC_001933,18.2825,14.4696,14.8258,16.6301,18.7353,17.2019,16.647,15.3573,12.7999,17.5702,13.5519,15.3821
XLOC_001934,8.23525,9.77306,8.76897,9.23971,8.06423,9.57416,7.99918,10.3685,10.5767,8.32587,8.01696,10.241
XLOC_001935,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001936,0,0,0,0,0,0,0,0,0.139607,0,0,0
XLOC_001937,0,0,0,0,0,0.120242,0,0,0,0,0,0
XLOC_001938,385.828,367.582,360.273,377.205,457.318,248.758,288.013,251.634,226.169,313.068,431.068,302.083
XLOC_001939,12.3608,12.3857,12.4306,11.6231,12.2294,13.2289,11.1881,13.3416,12.6902,11.5745,10.5945,13.041
XLOC_001940,2.19649,2.35255,2.40543,1.82181,1.83882,1.91762,1.98392,1.7265,2.28571,1.86866,2.48112,2.80227
XLOC_001941,702.441,662.596,738.241,790.898,729.316,618.482,728.428,699.982,616.237,813.158,771.11,744.756
XLOC_001942,79.7393,68.6785,88.061,79.0451,79.1773,70.1363,71.3929,80.0797,56.1892,78.6971,88.3963,77.3019
XLOC_001943,56.3662,55.4708,59.4953,55.305,52.627,47.1288,58.178,52.6549,42.3619,51.8969,60.0105,48.5591
XLOC_001944,10.8449,14.4634,11.4298,10.7352,8.82595,12.5318,11.0956,12.4715,13.0326,10.4113,11.3144,12.8878
XLOC_001945,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001946,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001947,0.158542,0.269953,0.201555,0.221746,0.202637,0.25014,0.143016,0.263976,0.342682,0.209088,0.105579,0.164034
XLOC_001948,92.0087,90.9755,83.651,84.95,94.037,95.8928,90.1993,87.7745,92.8408,93.8432,90.5694,90.7539
XLOC_001949,180.815,176.251,177.669,168.913,147.974,131.413,173.535,165.922,160.859,173.945,177.054,189.289
XLOC_001950,14.1371,12.7184,14.4463,13.9848,18.6608,14.0344,15.4935,12.6423,12.6271,17.6605,12.2043,12.526
XLOC_001951,0.161394,0.226054,0.173446,0.156433,0.244463,0.0785262,0.279317,0.312715,0.164078,0.258861,0.15551,0.175709
XLOC_001952,0.765131,0.732055,1.04064,0.717397,0.814027,0.841598,0.731311,0.546296,0.792676,0.985318,0.737306,0.750474
XLOC_001953,15.5898,17.0373,19.4354,13.7558,16.1642,16.4174,16.1694,16.7617,17.3558,14.4841,15.4169,16.7861
XLOC_001954,4963.06,4419.96,5649.78,6203.49,5810.83,5282.83,5083.92,6236.81,3833.48,5166.14,5222.38,5862.09
XLOC_001955,13.4588,14.2861,15.4778,14.5973,11.3129,13.5272,14.348,14.6664,9.73809,14.201,11.4201,12.802
XLOC_001956,116.518,127.818,136.975,143.988,108.358,125.845,127.792,138.767,113.806,135.558,123.527,119.692
XLOC_001957,9.04877,8.11873,10.0135,9.29905,9.8742,7.72831,8.65251,9.03245,7.0773,8.02155,9.95241,9.29542
XLOC_001958,529.875,392.125,532.11,431.607,617.829,282.502,345.608,298.127,284.421,382.988,625.659,464.154
XLOC_001959,0,0.12245,0,0,0,0.267661,0.150447,0.0921856,0,0,0.111132,0.103822
XLOC_001960,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001961,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001962,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001963,0,0,0,0,0,0,0.268087,0,0,0,0,0
XLOC_001964,0,0,0.575647,0,0,0.44582,0.415173,0,0,0,0,0
XLOC_001965,31.8226,30.349,29.9947,30.3055,32.106,27.935,30.6166,29.5895,23.7859,35.6445,29.9764,27.2309
XLOC_001966,2.58628,2.96076,2.28073,2.45602,3.50919,3.77092,4.0145,3.92114,2.36061,2.80823,1.80187,2.28809
XLOC_001967,4.18322,3.65788,3.28316,3.32894,4.74113,3.05812,3.35058,2.76107,4.15982,3.50334,3.54467,3.65619
XLOC_001968,10.1843,9.80261,7.52553,5.10024,11.2219,5.30485,7.97865,6.5305,7.11739,6.20894,5.62322,5.59745
XLOC_001969,7.07742,6.11395,6.48889,5.55908,6.89369,6.01386,5.95702,5.96082,6.32922,6.45083,5.6456,7.51698
XLOC_001970,5.69884,5.22794,5.70541,5.06076,5.75996,6.42121,5.76472,6.09424,5.44402,5.3412,5.61441,6.3584
XLOC_001971,1.63082,1.19783,0.992306,0.690508,2.25755,1.34061,1.33334,0.807366,0.870775,0.99107,0.571489,0.529092
XLOC_001972,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001973,0,0,0,0,0.0592725,0,0,0,0,0,0,0
XLOC_001974,0,0,0,0,0,0,0,0,0,0,0,0.03807
XLOC_001975,77.0151,82.034,93.9879,104.886,73.6156,84.0171,98.6188,99.3468,76.5949,100.796,83.4296,78.8247
XLOC_001976,18.9054,20.5606,21.9574,23.4734,18.1109,23.0112,21.6748,26.3081,23.0031,24.3809,19.0379,23.3916
XLOC_001977,90.4551,69.4581,78.9391,74.7317,97.9751,58.9802,62.0506,63.7225,41.7694,58.4176,74.3723,65.5957
XLOC_001978,27.5732,26.6764,23.5525,25.6467,26.3682,26.1073,26.4563,25.3776,23.5511,24.896,24.997,25.6153
XLOC_001979,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001980,0,0.113367,0,0.10413,0,0,0,0,0,0.112355,0,0
XLOC_001981,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001982,0.0455081,0.0241893,0.0185655,0,0,0,0.0155555,0.0180457,0.0382552,0,0,0.0202815
XLOC_001983,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001984,41.612,44.02,46.4798,51.3518,44.6417,47.7064,44.644,43.5008,35.4507,49.8476,43.177,45.3402
XLOC_001985,25.7037,27.4208,26.8284,31.2793,20.3365,31.4254,22.2032,26.9734,27.1076,25.7652,25.4373,31.4398
XLOC_001986,0,0,0,0.0136814,0,0,0,0,0.0118975,0,0,0
XLOC_001987,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001988,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001989,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_001990,0,0,0.0960076,0,0,0,0,0,0,0,0,0
XLOC_001991,2.64752,2.06812,2.86152,2.19189,3.04836,2.43608,2.61784,2.45563,2.32555,2.40641,2.89502,2.67597
XLOC_001992,19.3787,17.6487,21.1712,16.8599,19.0146,18.4878,18.3668,19.6522,18.5604,18.6338,23.2729,22.666
XLOC_001993,0,0.0219306,0.0403958,0.0199989,0.0999662,0.0679037,0.0423685,0,0.0173481,0,0.0397717,0.0551703
XLOC_001994,0.0221903,0,0,0.0140006,0,0,0,0,0.0186562,0,0.0139219,0.0128644
XLOC_001995,0,0.0106396,0.0163302,0,0,0,0,0,0.0168407,0,0,0
XLOC_001996,1.41332,1.0216,2.39123,1.60999,1.56215,1.09327,1.9399,2.47727,1.41893,1.04435,4.5328,3.52448
XLOC_001997,38.8251,32.4705,40.4542,29.7239,38.3754,25.6759,41.6894,34.6525,30.0899,30.7209,36.6924,35.5655
XLOC_001998,107.942,99.7372,108.296,101.93,109.049,83.6189,105.644,95.2383,78.4687,107.131,108.624,99.4836
XLOC_001999,0.259401,0.183845,0.141265,0.0420031,0.198728,0.144233,0.146306,0.171836,0.289146,0.135627,0.333362,0.231871
XLOC_002000,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002001,0.0257603,0.0604683,0,0.0748831,0.0389319,0.0140552,0.0086818,0.0101995,0.0532735,0,0,0.0343968
XLOC_002002,79.1511,64.8242,74.5694,63.7734,95.1007,56.7284,73.3117,59.8823,47.9887,65.3225,75.1201,50.6922
XLOC_002003,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002004,0.190368,0.134906,0.31136,0.18534,0.196289,0.142909,0.0425541,0.101105,0.263807,0.132924,0.122388,0.11378
XLOC_002005,0.467869,0,0,0.475955,0,0,0,0,0.367077,0,0,0
XLOC_002006,93.7553,81.9988,101.276,106.2,83.5204,83.186,78.3364,89.2227,67.4182,84.7902,97.3343,88.3725
XLOC_002007,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002008,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002009,0,0,0,0,0,0,0,0,0,0.0125034,0.00678165,0
XLOC_002010,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002011,5.64346,4.88509,5.08645,3.40786,5.59495,4.81179,5.48792,4.63219,5.03078,4.84384,4.60642,5.07956
XLOC_002012,0.417113,0.22189,0,0.272707,0.222988,0.328609,0.269919,0.111803,0.113416,0.146563,0.269244,0.253299
XLOC_002013,366.233,363.747,362.717,365.942,390.211,311.916,334.894,299.988,284.582,328.657,341.085,292.714
XLOC_002014,0.210833,0.11262,0.138262,0.0821049,0.415219,0.729332,0.270671,0.0970539,0.233527,0.132404,0.0571943,0.0557911
XLOC_002015,153.207,156.703,164.858,156.751,118.952,158.281,150.832,158.907,154.587,152.318,125.762,118.651
XLOC_002016,0.102539,0.17441,0.0334608,0.0596463,0.0621965,0.0449762,0.0561411,0.264543,0.137998,0.0428078,0.138325,0.109642
XLOC_002017,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002018,96.5112,100.149,85.6619,77.5342,106.667,112.174,91.9536,84.9331,74.3694,93.511,63.4164,79.3834
XLOC_002019,0,0,0,0,0,0,0,0,0.0576654,0,0,0
XLOC_002020,31.7633,27.1792,20.5091,24.5945,35.4567,24.416,29.6769,24.2876,38.4978,27.2504,33.3641,32.198
XLOC_002021,51.0375,45.7207,42.3236,55.0546,50.6429,42.9887,49.7345,49.7787,46.4577,49.4869,42.0278,36.9662
XLOC_002022,111.25,114.105,128.324,134.536,108.726,120.535,126.02,130.813,84.2433,127.269,113.103,110.488
XLOC_002023,0.00968038,0.00917315,0.00705775,0,0.00729002,0,0.00333926,0.00685326,0.00408967,0.0180689,0,0.0231272
XLOC_002024,0,0.0414301,0.0212025,0,0.157986,0.0285861,0.0532006,0.0618377,0.0436428,0.0271292,0,0
XLOC_002025,65.8874,50.0331,62.4258,66.2634,62.6446,53.3445,59.0853,56.4666,38.3401,57.9238,62.7021,48.9514
XLOC_002026,0.0780143,0.0414681,0,0.0378822,0.119303,0.129793,0.158731,0.123971,0.0326471,0.040775,0,0.034847
XLOC_002027,0,0,0,0,0,0,0,0.38766,0,0,0,0
XLOC_002028,0.0299822,0.0159368,0.0244731,0.0872794,0.0456618,0.066139,0.061273,0.0713928,0.0251547,0.0626348,0.0288934,0.026751
XLOC_002029,0.0310685,0.0330284,0,0,0,0.0685813,0,0.0493258,0.0781754,0,0,0
XLOC_002030,179.97,192.668,204.822,183.634,188.075,168.518,186.255,184.694,144.562,181.239,195.401,183.034
XLOC_002031,12.3875,11.1493,11.371,12.8668,14.2268,10.7076,11.0826,11.2631,8.3411,12.904,10.1719,9.79611
XLOC_002032,0.0380029,0.0269316,0.0114924,0.0367951,0.021278,0.075748,0.0392876,0.0338827,0.0588312,0.0156272,0.0183037,0.00959366
XLOC_002033,64.6342,52.4621,57.4205,54.5216,90.2574,43.3419,51.8676,49.1121,43.2802,57.8356,73.1069,59.4943
XLOC_002034,276.41,221.722,268.211,236.885,307.405,172.024,203.249,183.956,166.073,218.952,632.513,236.325
XLOC_002035,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002036,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002037,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002038,6666.19,5521.64,6189.52,6880.7,5572.58,5207.4,5239.74,5034.04,2860.56,5066.23,4200.16,3597.44
XLOC_002039,0,0.00428501,0,0.0156135,0,0.00877336,0.0111027,0,0.0136076,0,0,0
XLOC_002040,15.8921,17.1003,17.8967,16.4891,16.2927,19.7326,18.7328,18.0033,17.4022,20.8838,18.757,20.4524
XLOC_002041,611.252,574.133,580.914,524.366,527.84,419.607,463.364,489.231,365.725,428.254,560.166,430.142
XLOC_002042,0,0.0567774,0.0217934,0.0259045,0.162436,0.0881893,0.0182206,0.0635638,0.0672729,0,0,0.0714465
XLOC_002043,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002044,121.842,101.873,114.449,107.684,137.78,109.227,110.066,108.735,101.625,97.9867,112.045,116.144
XLOC_002045,6.33206,6.2307,6.59626,5.7322,6.30651,5.87112,5.77175,6.15476,6.35822,5.52045,6.35601,6.52885
XLOC_002046,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002047,9.70852,8.75105,12.8412,10.8103,10.4623,10.1553,11.5979,11.5115,9.64382,9.22396,11.4976,12.6007
XLOC_002048,33.5501,31.2335,33.6991,30.147,38.4445,30.0741,24.4052,25.8998,17.347,28.0703,23.5098,24.7256
XLOC_002049,15.8369,18.8879,15.8845,15.8152,15.5672,18.6507,16.4729,18.4023,19.8325,16.2143,14.1617,17.0875
XLOC_002050,54.3524,53.4713,59.843,55.2769,51.4395,60.5858,59.1407,67.855,55.0952,63.5171,57.3083,60.938
XLOC_002051,0,0,0,0,0,0.0786663,0.0464988,0,0,0,0,0
XLOC_002052,2.32008,2.1216,1.82236,2.41791,1.7339,1.78075,1.05806,1.58084,1.5588,1.48693,1.94399,2.06625
XLOC_002053,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002054,0.00875137,0.0139549,0.0142695,0.00847518,0,0.00952797,0,0.0207884,0.0221536,0.00912491,0,0
XLOC_002055,0,0,0,0,0,0,0,0,0,0,0,0
XLOC_002056,0,0,0.0217934,0,0,0,0,0,0,0,0,0
XLOC_002057,0,0,0,0,0,0,0,0,0.102248,0,0,0
XLOC_002058,0.0231015,0.0460468,0.0282462,0.0111831,0.0173997,0.0627654,0.0358336,0.0640011,0.0195091,0.0361224,0.011128,0.0308144
XLOC_002059,0,0,0,0,0,0,0,0,0.024699,0,0,0
XLOC_002060,15.59,13.4076,13.7774,12.3852,16.3291,10.6029,13.9557,14.3894,12.543,14.0831,15.6036,16.5007
XLOC_002061,241.536,210.866,211.301,195.086,273.575,178.546,200.69,180.646,153.713,222.735,235.154,197.749
XLOC_002062,23.6219,26.7325,25.133,20.9064,21.3428,25.4506,27.1544,23.682,30.442,27.6793,26.0282,28.4831
XLOC_002063,74.2491,58.9511,68.4045,51.873,105.464,54.3994,68.438,56.0681,58.151,70.6796,86.1161,71.6894
XLOC_002064,26.1791,23.5927,23.2448,22.0775,31.0832,18.373,31.5118,23.2779,28.6846,26.4205,36.1084,30.2801
XLOC_002065,1.51762,0.938228,1.27472,0.930308,1.62271,1.13756,1.87063,1.11693,1.19704,0.859551,0.960098,1.27286
XLOC_002066,71.7531,66.2955,62.659,64.68,77.4864,55.0812,70.3229,61.5336,70.967,80.4911,68.0627,73.2317
XLOC_002067,486.103,367.3,397.302,332.215,690.676,279.665,440.781,259.782,350.317,424.236,524.021,350.841
XLOC_002068,34.974,27.0714,24.5176,23.919,38.7905,20.9111,33.5616,25.4236,31.9459,30.3463,40.4698,34.2255
XLOC_002069,193.617,195.021,183.168,203.341,175.703,159.848,193.901,167.889,159.572,220.067,177.966,164.274
XLOC_002070,20.1903,21.4201,18.9452,18.6532,20.6288,21.2867,20.8283,20.8759,23.2075,22.6296,24.1191,24.6123
XLOC_002071,0.041412,0,0.0338248,0.0402267,0,0,0,0,0.0346375,0,0,0
XLOC_002072,24.1655,26.4281,25.8894,22.7533,21.3714,28.9446,26.2446,28.4236,28.735,24.3375,25.0421,27.2271
XLOC_002073,0,0,0,0,0,0.176053,0.477399,0.119263,0,0,0,0
XLOC_002074,14.6622,17.7158,15.3577,17.1397,15.5749,16.325,17.7938,16.3173,18.5473,19.8287,17.5549,21.5253
XLOC_002075,0,0,0,0.0346493,0,0,0,0,0.0298967,0,0,0
XLOC_002076,332.054,334.54,374.259,295.457,323.056,274.176,316.017,313.224,266.956,313.497,330.13,323.761
XLOC_002077,88.8978,70.2085,76.0086,62.4657,114.255,49.1507,68.0455,51.6496,55.8245,66.3694,93.3921,68.3673
XLOC_002078,120.73,116.972,124.749,138.336,110.055,120.39,122.315,131.516,110.252,141.219,120.887,127.433
XLOC_002079,0.554912,0.644604,0.217111,0.338435,0.997718,0.795814,0.71762,0.423857,0.813355,0.279216,0.178316,0.219862
XLOC_002080,79.7468,77.2615,81.6307,86.0346,74.2352,83.7671,91.4304,99.8076,91.0712,102.361,76.6718,97.9591
XLOC_002081,0.846496,0.840682,0.508904,0.604814,0.608528,0.391263,0.746386,0.671318,0.692955,0.627836,0.987399,0.972972
XLOC_002082,0.0793172,0.0764004,0.0649263,0,0,0.0575182,0,0.204113,0,0,0,0.0716584
XLOC_002083,7.03677,7.55514,4.40199,3.26271,11.0085,6.42978,7.16077,6.78398,5.1918,6.69474,2.15934,2.2193
XLOC_002084,37.3836,43.4407,43.4574,43.4696,33.5142,43.9694,38.4787,47.4894,37.1589,38.7632,36.7397,39.7486
XLOC_002085,258.214,265.934,285.164,282.746,207.999,248.454,259.435,283.726,211.973,246.607,276.181,282.045
XLOC_002086,329.543,249.25,297.907,262.618,388.236,220.667,317.846,254.497,253.771,281.069,377.783,265.931
XLOC_002087,142.028,141.097,146.108,152.712,130.989,131.212,134.976,144.846,90.9375,131.446,112.563,116.271
XLOC_002088,375.643,316.189,326.761,324.356,456.569,258.731,288.574,240.861,200.849,296.817,305.543,208
XLOC_002089,113.274,119.83,125.777,138.404,101.057,118.979,137.33,135.364,114.101,138.045,126.002,141.697
XLOC_002090,6.93511,5.91518,7.48212,6.83685,8.56983,7.31302,7.55949,7.64446,6.73951,8.37727,8.93613,8.60523
XLOC_002091,397.315,351.094,373.129,335.177,469.672,254.34,320.036,273.822,199.297,302.778,318.812,235.531
XLOC_002092,94.9668,72.5495,83.1413,66.5653,100.605,60.7923,80.7345,69.9411,53.021,71.8193,83.5453,68.9871
XLOC_002093,2.16595,2.18909,1.67942,1.35982,2.72288,1.60057,1.98859,1.55918,1.72168,1.71859,1.7195,1.79277
XLOC_002094,0,0,0,0,0.0510548,0,0,0,0.0281135,0,0,0
XLOC_002095,0.866366,0.753829,0.329943,0.433862,1.09148,0.757278,0.971989,0.629355,0.71924,0.632566,0.311278,0.231713
